text	readability
You may see fewer bats flying around this Halloween. Thousands of them are dying in the northeastern United States. Experts don’t know why. Many of the dying bats have white-nose syndrome. That is a sickness in which white mold-like patches grow on the bats’ noses, wings, and tails. It was first spotted on bats in New York in 2007. White-nose syndrome has since spread to bats in four other states. Spooky! Could these bats’ white noses be making them sick? Bats with the disease do some odd, or strange, things. Bats like to fly at night. However, some of the sick bats have been seen taking wing in daylight. Scientists are not sure what’s killing the bats. They are on a mission to learn more. This fall they will journey into some of the bats’ caves. They will attach radio transmitters to many of the creatures. That will allow scientists to study their movements and body temperatures. They might learn why bats are dying. “Something is killing the bats, and we don’t know what it is,” scientist Susi von Oettingen told WR News. “This is just the biggest mystery.”	3
On a hill in Africa, a mountain gorilla munches on bamboo. Nearby, a female gorilla moves slowly past. A baby gorilla holds on to her furry back. The gorillas live in the Democratic Republic of the Congo. That is a country in Africa. Their lives may seem peaceful, but there is a war going on in the national park where they live. A group of rebels is fighting the Congo government. Rebels are people who try to take over something, such as a country. The fighting has forced more than 250,000 people to leave. The gorillas are caught in the middle of the battle. The rebels took over their park, called Virunga National Park, more than a year ago. The park rangers who protect the apes had to flee, or run away. But the country’s president recently announced good news for the gorillas. The rebels and the government made a deal to let the rangers return to the park. “It is a huge step,” says park director Emmanuel de Merode. “Rangers ... should be allowed to do their job.” The rangers are working on a survey, or report, of the park’s gorillas. They want to find out how many of them still live there. The animals are endangered. There are only about 720 mountain gorillas in the world. About 200 live in the Congo. “The gorillas that we have in the wild are the only ones on Earth,” park spokesperson Samantha Newport told WR News. “Once they are gone, we will have lost an important species.”	3
Talk about being on a roll! The NASA rovers Spirit and Opportunity are alive at five. The rovers started exploring Mars five years ago. They haven’t stopped working since. A rover is a robotic spacecraft. Scientists thought the six-wheeled vehicles would survive for only 90 days. Instead, they’ve been busy little space buggies. The rovers have traveled more than 13 miles altogether. They have sent back more than 250,000 pictures of the planet’s rocky terrain, or land. The rovers determined that there was once water on Mars. But all their hard work has worn them out. Spirit has to drive backward because of a broken wheel. Opportunity has trouble moving its robotic arm. Still, they keep on roving. “We realize that a major [part] ... could fail at any time,” says NASA scientist John Callas. “On the other hand, we could [have] ... more missions on each rover in the year ahead.”	3
Hold on to your popcorn. The Smithsonian is coming to life! That is a group of museums in Washington, D.C. In his new movie, Night at the Museum: Battle of the Smithsonian, actor Ben Stiller tries to stop an evil king who comes to life at the museums. WR News student reporter Joshua Couch talked with Stiller about the movie. Joshua Couch: What’s it like on the movie set? Ben Stiller: It’s almost like being at the museum. ... The sets are so detailed [or exact]. You can actually read about the [displays] and learn their stories. JC: How much of the movie is special effects? BS: There’s a lot of stuff that ... they made with the computer, like a giant octopus that comes to life. ... The monkey was real because it slapped me for real, and it hurt! JC: What was your favorite part about making this film? BS: I got to see this incredible model airplane collection [at the Smithsonian National Air and Space Museum] that’s not on display.	3
The babies at a hospital in Asia are a little strange. They wear giant white diapers and have dark red hair that sticks up. They even flip out of their cribs. Why all the monkey business? The troublemaking patients are orangutans! An orangutan is a type of great ape. The animals are cared for at a special hospital and sanctuary, or protected area, for orangutans in Malaysia. That is a country in Asia. The hospital has the world’s only special care section for baby orangutans. The babies need that extra attention. Orangutans are endangered. Scientists estimate that only about 62,500 of the great apes are left. Most wild orangutans live in Indonesia. That is a country near Malaysia. The great apes’ habitats are shrinking because people are destroying the rain forests where they live. The people who run the hospital take good care of the infants, or babies. Nurses feed them with bottles. They also change their diapers and take their temperatures. They make sure the babies sleep for 15 hours a day. Once the great apes are older, they will learn to live by themselves in the wild. They will practice climbing trees and foraging, or searching, for food. When they are adults, they will be released back into the wild. “The ... plan [is to] return ... our 23 apes to the wild,” a vet at the hospital told reporters. “It is a matter of the survival of the species.” Orangutans aren’t the only endangered animals in Asia. Read about some other threatened species on the continent. Javan Rhinoceroses There are fewer than 60 Javan rhinos in the wild. They live in Indonesia and Vietnam. The animals are hunted for their horns. Irrawaddy Dolphins Only about 100 Irrawaddy dolphins are left in the wild. The swimmers live in Southeast Asian waters. Fishing nets harm them. Bengal Tigers There are only about 2,500 Bengal tigers left. They live in southern Asia. Poachers, or people who hunt illegally, target tigers for their fur.	3
For elementary school students in Idaho, it made “cents” to collect more than 300,000 pennies. Why? Abraham Lincoln appears on the coin, and the kids needed the money for a big birthday celebration in the 16th U.S. president’s honor. Lincoln was born 200 years ago, on Feb. 12, 1809. This month marks the bicentennial of his birth. A bicentennial is a 200th anniversary. The students in Idaho raised money to help relocate, or move, a statue of Lincoln to a park near the Idaho Capitol. The project is one of hundreds of events across the country being held to celebrate Lincoln’s birthday. In Washington, D.C., officials will honor Lincoln with a ceremony at the Lincoln Memorial. That is a special statue of the president. In other states, people will attend speeches and plays about the leader. “There are events being planned in all 50 states,” David Early told WR News. He is a spokesperson for the group that has been planning the celebrations. “[Lincoln] believed everyone should be treated the same.” Lincoln served as president during the Civil War (1861–1865). During that war, Southern states tried to break away from the country. They fought for their right to own slaves. Northern states were against owning slaves. Lincoln was also against slavery. In 1863, he signed the Emancipation Proclamation. It helped free most U.S. slaves. Abraham Lincoln was born in a log cabin in Kentucky. He moved to Illinois when he was a young man. There, he worked as a shop owner and a lawyer. Lincoln also served as a lawmaker for Illinois and the country. In 1842, Lincoln married Mary Todd. Together they had four sons. Lincoln became the 16th U.S. president in 1861. The Civil War started a few weeks later. Lincoln won reelection in 1864. The war was coming to an end in April 1865. Lincoln was shot on April 14, while watching a play in Washington, D.C. He died the next day. Lincoln is buried in Springfield, Ill.	3
Scientists digging in Egypt recently found a big surprise—a pyramid! They uncovered the ancient, or very old, structure under 65 feet of sand. Egypt is a country in Africa. “There was so much sand dumped here that no one had any idea there was something buried underneath,” says Zahi Hawass, an Egyptian archaeologist. That is a person who studies people and cultures of the past. He estimates, or guesses, that the monument is 4,300 years old. It might be the burial place for an Egyptian queen named Sesheshet. Sesheshet’s pyramid was bigger when it was built, experts say. It probably stood 45 feet tall, and each side was 72 feet long. Wind and sand have worn away the top of the pyramid. The remains are only 16 feet tall. Hawass and his team are busy digging to find more of the pyramid. They hope to get inside the structure to the burial chamber. That is a room where a person’s body was put after he or she died. Markings inside the room might say for sure who was buried there. Scientists don’t expect to find much else inside the burial chamber. That is because robbers most likely found the pyramid long ago. They probably took any gold or other treasures that were inside. Still, finding the pyramid is important, scientists say. “To find a new pyramid is always exciting,” Hawass explains. “And this one is magical. It belonged to a queen.” History: People have lived in Egypt for about 5,000 years. Early Egyptians invented forms of math and writing. They had the first national government. Geography: The Sahara is the world’s largest desert. It covers most of the country. The Nile River runs through Egypt. It is the longest river in the world. Landmarks: The Great Pyramid is the world’s largest pyramid. The Great Sphinx is located nearby. It has the body of a lion and the head of a human.	3
Celebrate Hispanic Heritage Month! Hispanic Americans are people whose families came to the United States from Spanish-speaking countries. They celebrate their heritage, or traditions, from September 15 to October 15. This year, more Hispanics are celebrating than ever before. Nearly 47 million Hispanic American people live in the United States. That number is growing, experts say. In fact, by 2050, that population is expected to triple, according to a report by the U.S. Census Bureau, a government agency. In 2050, nearly 133 million Hispanic Americans will live in the United States, the report predicts. Almost one of every three Americans will be Hispanic. There are several reasons for the huge growth, says Robert Bernstein of the Census Bureau. “The Hispanic population is younger People from Spanish-speaking countries also make up about half the immigrants who move to the United States each year, Bernstein says. An immigrant moves to a country where he or she was not born. Most Hispanic immigrants come from Central and South America. The changes will help make the U.S. population more diverse, or different. That sounds like another reason to celebrate!	3
What do dogs do when they’re afraid? Why do cats sleep with their paws tucked under their bodies? Make your best guesses on the Web sites freekibble.com and freekibblekat.com. Your answers—even wrong ones—will make sure that hungry dogs and cats have food. Mimi Ausland, 12, created the Web sites last year. The animal lover from Bend, Ore., wanted to help feed pets in animal shelters across the country. How do the Web sites work? Every day, Mimi posts two questions. One is about dogs, and one is about cats. For every question that someone answers, 10 pieces of dog or cat food are donated to an animal shelter. To donate is to give. A pet food company in Oregon provides the food. So far, Mimi has donated half a million meals to animals in shelters. “I want to keep on going until we can feed [animals at] as many shelters as possible,” she told WR News.	3
Michaela Teague, 8, recently played tic-tactoe in a whole new way. She took part in the game onstage at Pine Grove Elementary School in Parkville, Md. “We were asked math questions,” the third grader told WR News. “If we got them right, we chose a letter, an X or an O. It was really fun.” Michaela’s school was taking part in a program called Arithmetickles. The program teaches students that math can be fun. The name is based on the words arithmetic, or math, and tickles. Arithmetickles performers visit schools to put on shows. Students go onstage and participate in games and skits, or performances. They learn math skills such as addition, subtraction, and multiplication. In the game Seven Boo, kids take turns counting to 50. They can’t say certain numbers, such as the number seven. Instead, they have to shout “Boo!”	3
Scientists in Greenland are going ducky over their latest experiment. They’re using toy ducks to study ice! Greenland is a large island in Europe. It is near the North Pole. The scientists recently set loose 90 rubber ducks in the Jakobshavn (yah-cuhb-SAH-ven) Glacier on Greenland. A glacier is a large sheet of ice that moves slowly over land. Scientists dropped the ducks into tunnels in the glacier called moulins (MOO-lahnz). Melting ice on the glacier flows into the moulins. Some experts say global warming is causing the ice to melt. Global warming is the slow rise of Earth’s temperature. Where the water ends up is a mystery. That’s where the ducks come in. Scientists have labeled the toys with an e-mail address. They hope fishing crews will find the ducks and contact them. That will help scientists learn where the melting water travels.	3
Good-bye, Harry Potter! Hello, rats! In the film The Tale of Despereaux, actor Emma Watson plays a princess who befriends, or makes friends with, a mouse. Together, they try to defeat her castle’s mean rats. WR News student reporter Dayvon Snell interviewed Watson about the movie, which comes out this month. Dayvon Snell: Tell me a little bit about your new movie. Emma Watson: The Tale of Despereaux is ... about a mouse. He’s got these ... [huge] ears, but what really sets him apart ... is [that] he has courage. He falls in love with Princess Pea, who is my character. ... Despereaux ends up kind of saving the day. DS: How was making this movie different from your other projects? EW: This is [my] first animated film ... so it was a completely new experience for me. I had to [act out] everything I wanted to tell in the story through my voice. DS: Who has inspired you? EW: The most inspiring person in my life is ... J. K. Rowling. She’s so talented and so [smart]. Her books inspire people all over the world.	3
Get ready for a birthday party that’s out of this world. NASA turns 50 on October 1! The U.S. space agency has a lot to celebrate. NASA was founded, or started, in 1958. Since then, the agency has launched, or sent, more than 250 astronauts into space. The agency has also created robot spacecraft to explore distant, or faraway, planets. There are even U.S. astronauts living and working in space on the International Space Station. NASA officials have big plans for the next 50 years too. They plan to send humans back to the moon by 2020. U.S. astronauts first visited the moon in 1969. They stayed less than a day. This time, astronauts will live on the moon for up to six months. NASA is designing a new spacecraft to carry the astronauts to the moon. Scientists are also redesigning the space suit. They say astronauts will need lighter suits for exploring. Scientists hope that the moon mission will lead to an even bigger trip. NASA wants to send astronauts to Mars! The space agency has sent robot spacecraft called rovers to explore the Red Planet. NASA will send a new rover to Mars next fall. Scientists want to determine whether Mars could have supported life at one time. They hope astronauts will one day be able to answer that question themselves. “We’re trying to [go to Mars] as early as 2035,” Jeff Hanley of NASA told WR News. “Maybe someday in the far, far future [humans will reach] the stars.” NASA’s history is a blast from the past! Read the time line to learn some important firsts in U.S. space travel and exploration. 2008: The International Space Station is under construction. It should be finished by 2010. How would visiting Mars be different from visiting the moon? Why?	3
The White House is getting a new first family! Barack Obama, the next president; his wife, Michelle; and their daughters, Malia, 10, and Sasha, 7, are moving in on January 20. That is the day of Obama’s inauguration. At that event, he will become the 44th president of the United States. He will also become the country’s first African American president. Obama will make an oath, or promise, to protect the U.S. Constitution. For Malia and Sasha, January will be a fun-filled month. The girls will start at their new school. Once the Obamas are settled in the White House, they will also get a puppy. Obama, however, will be too busy for playtime. He has been working hard since he won the election on November 4. Obama has been choosing his Cabinet. That is a group of aides, or helpers. The Cabinet helps the president make important decisions. The Cabinet includes Joe Biden, the vice president. Obama picked Rahm Emanuel to be the White House chief of staff. He will be Obama’s closest aide. Obama and members of his Cabinet face many challenges. Some U.S. companies are struggling. Many Americans cannot pay for food or their homes. Obama must also decide how to handle the war in Iraq. That is a country in the Middle East. “The challenges we face as a nation are now more ... difficult,” Obama says. “But I have no doubt that we can meet them.” Every president makes the same promise at the inauguration—to protect the Constitution. Some presidents still make their celebrations stand out. Here’s how. James Madison was the first president to hold an inaugural ball. He and his wife, Dolley, didn’t dance, though. They watched the 1809 ball from a platform. William Henry Harrison’s first speech in 1841 was the longest ever—8,445 words! He did not wear a coat that day. Harrison got sick and died 31 days later. In 1997, Bill Clinton went where no president had gone before—the Internet! His inauguration was the first one shown live online.	3
Giant pandas feast on bamboo at the Beijing Zoo in China. These animals, including the newborn panda (inset), live in captivity. China is hosting a panda party! Nine giant panda bears were recently born in the Asian country. Most of them are pairs of twins. The cubs were born in captivity. That means they live in places controlled by humans rather than in the wild. These pandas live in special centers where animal experts care for them. That’s a good thing, because giant pandas need all the help they can get. The animals are endangered, or at risk of dying out completely. Only about 1,600 giant pandas live in the wild. Pandas’ favorite food is bamboo, but they have trouble finding enough of it to eat. Almost all of the bamboo in their habitat, or home, has died off. The bamboo has died in part because people have built cities where pandas live. People created the panda centers to help keep the giant pandas safe. One of the most famous centers is the Wolong Nature Reserve. It is in southwest China. More than 100 giant pandas have been born there since it opened in 1980. The goal is for the young pandas to be able to live safely in the wild one day. Until then, some of the animals will continue to live in captivity. Scientists in China hope to raise more giant pandas within the next few years. China’s giant panda cubs aren’t the only baby animals making the news. Read to learn about other rare, or unique, newborn animals. White Lion Cubs Seven white lion cubs were recently born in Germany at a safari park. All of the white lions in the world live in captivity. Hairless Pig Hadiah is a type of hairless pig. She was born at the Houston Zoo in Texas. Little Hadiah weighed about 1 pound at birth. Sea Horses More than 120 shortsnouted sea horses were recently born at an England aquarium. They will grow up to look like this one.	3
When Sam Roffwarg was 18 months old, someone on an airplane gave him a snack pack of peanuts. Sam ate a few of the nuts. Suddenly, he was throwing up and gasping for air because he couldn’t breathe. It turned out that Sam, now 8, has a peanut allergy. An allergy is a bad reaction to something. Today, the third grader from Jackson, Miss., is careful about what he eats. “I always read the ingredients,” Sam told WR News. “My mom has trained me.” Staying away from peanuts is hard when Sam goes to school, though. When other kids eat peanut butter, Sam has to be sure not to sit near them. Just touching a peanut could make him sick. A severe, or strong, allergic reaction could be life threatening. To protect kids, some schools are limiting or banning peanuts. A survey of about 1,200 school districts found that 18 percent of schools had some type of peanut ban in 2007. Some officials say the bans are needed to protect kids with allergies. About 400,000 school-age children have peanut allergies, and experts say that number is growing. Still, most kids are not allergic to peanuts. Some people say banning peanuts is not fair. Plus, they say, keeping track of what every kid eats is impossible. “You just can’t monitor what’s in every person’s lunch pail,” says Janet Mitchell, a school district representative in Georgia. Food is not the only thing that can cause allergic reactions. Here is a magnified, or close-up, look at some other allergens, or things that may set off allergies. Dust mites Tiny dust mites live in the dust found on furniture and in carpets. They are invisible to the naked eye, but they cause asthma and breathing problems for some people. Mold This allergen is often found in moist, damp areas, such as basements and bathrooms. Mold gives off a type of bacterium, or germ, that can trigger allergy symptoms. Should schools limit or ban peanuts? Why or why not?	3
Talk about a cool birthday gift! In 2009, the United States Mint will release four new penny designs featuring, or showing, scenes from Abraham Lincoln’s life. The coins are in honor of the U.S. president’s 200th birthday on February 12. The U.S. Mint makes currency, or money. Officials say it makes “cents” to redesign the penny. That’s because next year marks the 100th anniversary of the original Lincoln penny design. “We know that Americans really love the penny,” U.S. Mint spokesperson Carla Coolman told WR News. “There’s a great [love] for President Lincoln too.” The designs will be featured on the back side of the coins. They will represent different stages of Lincoln’s life, from his childhood in Kentucky to his presidency. He served as president from 1861 to 1865. The first Lincoln coin will be released February 12. The rest will be released at later dates. Coin collectors, get ready!	3
The third-grade class at Mulberry School has gone to the birds! A dark gray parrot regularly visits the Los Gatos, Calif., classroom to sit in on students’ reading lessons. The parrot’s name is Starbuck. He perches, or sits, on a chair and listens to the students read aloud. During the stories, Starbuck bobs his head, ruffles his feathers, and makes sounds. “He responds in so many ways,” teacher Judy Quigley told WR News. Sharing a book with Starbuck helps students feel comfortable reading aloud because they don’t worry about making mistakes. “When you read to people, sometimes they don’t really listen, but he always listens,” Anna Averfa-Goodman, 9, told WR News. Students keep Starbuck’s attention by changing their reading styles during stories. “I say it kind of louder so he can hear it,” explains Justine Hoover, 9. If that doesn’t work, the third graders have another trick. They read the parrot a book about worms!	3
Write a poem about a state? A book of those would be just great! Kids in California, Oregon, and Washington recently teamed up to write alphabet books about their home states. The books describe the state’s famous features. Each feature is described in a couplet. That is two lines of poetry that rhyme. Each line usually has the same number of beats. The young authors had fun writing their poems. “I just thought up some rhymes about what the beach looked like,” Aesha Mokashi, 8, told WR News. Aesha wrote about kites on the beach for O is for Oregon. Her poem is: “Soaring in the turquoise sky / Colorful like a butterfly.” Kids in Colorado and New York are writing poems for the next two books. Will your state be next? Try to write some rhyming text!	3
Dogs? Cats? Not for Judson King. The boy wanted a more unusual pet—a hedgehog! But owning hedgehogs was against the law where Judson lives, in Lawrence, Kan. People were worried they might carry disease. Learning that hedgehogs were illegal “broke my heart,” Judson, 11, told WR News. “I decided I wanted to make them legal.” He studied up on hedgehogs. Then he wrote a letter to city officials challenging, or questioning, the rule. Last fall, the officials invited Judson to speak at a meeting. He showed up with folders full of facts about hedgehogs. Doing all that homework made a difference. The officials decided to change the city rule in December. Judson’s efforts really paid off on Christmas. His mom gave him his best gift last—a baby hedgehog that Judson named Little Luke.	3
One hundred years ago, the idea of an African American becoming president of the United States would have seemed impossible. Back then, black people faced discrimination. That is the act of treating others unfairly. In parts of the United States, black people were not allowed to attend the same schools as white students. They even had to drink from separate water fountains. The National Association for the Advancement of Colored People (NAACP) fought discrimination. The group formed in 1909. This year the NAACP is celebrating its 100th anniversary. It is the oldest and largest civil rights organization in the country. Civil rights make sure people are treated equally. The NAACP is planning many celebrations. It will hold ceremonies, TV specials, and a national meeting this summer. “Our nation has grown so much,” Hilary Shelton, a director of the NAACP, told WR News. “It’s important to recognize [that].”	3
No time to play or relax at school? That could lead to trouble for some kids, researchers say. Students who don’t have recess may be more likely to misbehave during class time. That is according to a new study. Researchers observed, or watched, more than 10,000 students in school. The kids were ages 8 and 9. Children who had at least a 15-minute recess during school behaved better in class than kids who did not get a break. About 40 percent of schools do not have recess, reports the International Play Association (IPA). That is a group that tracks kids’ playtime. Certain schools cut recess so teachers have more time to teach. However, some experts say kids need recess because it teaches them social skills. Those are skills that help people work together.	3
Blair Hedges, a college professor, found the snake in Barbados. That is an island in the Caribbean Sea. The reptile was under a rock. A reptile is an animal that crawls or slithers, has scales or bony plates, and lays eggs. Reptiles are cold-blooded. That means their body temperature depends on their environment. The snake is toothpick-thin. “[It] has stripes and little spots on the head, but it’s very hard to see them,” Hedges told WR News. “You have to use a microscope.” The reptile isn’t Hedges’s only “little” discovery. The professor also found the world’s smallest frog and lizard.	3
Martin Luther King Jr. is famous for his “I Have a Dream” speech of 1963. Builders in Washington, D.C., have a dream of their own—to build a monument in King’s honor. Their dream is starting to come true. Construction recently began on the Washington, D.C. Martin Luther King, Jr. National Memorial. The project will be finished in 2010. People want to celebrate King because of the good work he did. King (1929–1968) grew up in the southern United States. At that time, the South was segregated, or separated, by race. Under the law, black people could not attend the same schools as white people. They also had to use separate restrooms and drinking fountains. King worked to change the laws. He gave speeches and led peaceful marches. Thanks to King and other leaders, Congress passed civil rights laws. Those laws make sure that Americans have equal rights.	3
One small step for a woman, one giant leap for womankind! Astronaut Sally Ride became the first American woman to voyage, or travel, to space. She made the journey 25 years ago on June 18, 1983. WR News student reporter Leah Meador talked with Ride about her starring role in NASA’s history. Leah Meador: How did you feel when you were going into space? Sally Ride: I was unbelievably excited. There is no amusement park ride even close to the experience of flying into space. LM: What inspired you to become an astronaut? SR: I was always interested in science from the time that I was in second or third grade. Science was always my favorite subject. LM: What did it mean to you to be the first U.S. woman to go into space? SR: It meant a lot to me to be [a] role model ... for young girls who wanted to be astronauts. LM: Who is the person that supported you the most while you were trying to become an astronaut? SR: My high school science teacher. She was a good teacher, but what was really important to me is that she helped me build my confidence ... She helped me believe in myself.	3
Sure, scooters can be fun to ride, but Jessica Liddicoat has an idea to make them even better. The third grader from Tucson, Ariz., wants to add a kite and a drink holder! The young inventor and her classmates are building toys for a school project. First, the students visited a local toy shop to learn what makes a good toy. Then, they came up with their own ideas for toys. Next, students drew blueprints for their inventions. A blueprint is a drawing that shows how to make something. Now, the third graders are building their toys. One student is creating a math card game. Another student has an idea for a special chair to hold toy animals. Teacher Liz Bradshaw runs the project. She says making toys helps kids think for themselves. “This is a way to ... create [ideas] and make them come to life,” she told WR News. That’s what Maura Pierce likes about building toys. She is inventing a set of musical instruments. “I enjoy this,” she says, “because I’m a really crafty person.”	3
Would you like to write for WR News? The magazine is looking for student reporters for next school year—and you could be one of them! Student reporters write stories and report on big events, such as the Super Bowl. This school year’s reporters wrote news debates. Those are articles that show two sides of an issue or idea. Some reporters interviewed famous people. They talked with the Jonas Brothers and author and retired football player Tiki Barber. If you like to write and are interested in the news, this is the job for you! To apply, write a 200- to 300-word essay. Your essay should explain whom you would most like to interview and why. Include some of the questions you would want to ask that person. Send in the essay, an entry form, and your school photograph.	3
To make some extra green, people are going green! They are recycling more. To recycle is to put items through a special process so they can be reused. More and more people haul, or carry, old bicycles and heaps of soft drink cans to local John Krasniewicz runs Vulcan Scrap in Stamford, Conn. His usual customers are builders. Now he has some new customers. Lately, he has seen all kinds of people recycling old items. “People know that metal is worth more now,” he told WR News. Aluminum cans used to go for about 30 cents a pound. Now they’re worth about 75 cents a pound. Recycling gives people extra money and also helps the environment. Less junk will pile up in landfills, which will help keep the planet clean.	3
Brightly colored fish dart in and out of the Great Barrier Reef. That is a coral reef in Australia. Australia is a country and a continent. A coral reef is a large underwater structure full of plants and animals. Coral is made of tiny sea animals called polyps. When polyps die, their hard shells become part of the reef. Scientists recently explored the world’s largest coral reef. They also looked at another reef near Australia. Their search turned up hundreds of animal species. Some of the species may have never been seen before. Scientists used netted bags to search the reef. They spied big-clawed shrimp and worms shaped like pine trees. They also found about 130 new types of soft coral. The researchers left behind 36 plastic “houses” on the ocean floor. The scientists hope the creatures will move into the houses. That will make it easier to study them. Learning about the creatures may help people protect them. One-third of the world’s coral reefs are threatened by pollution and fishing. It’s important to find out what’s in the Great Barrier Reef, says scientist Patricia Hendriks. She took part in the expedition, or trip with a specific goal. “If we don’t know what is present in the first place, how are we ever going to protect it properly?” What species did scientists spy in the Great Barrier Reef? Here are a few that made a splash. This green-banded snapping shrimp has a large claw on one side. It looks like a tiny lobster. This Christmas tree worm rests on a coral reef. It uses its “branches” to breathe and eat. The cuttlefish is a boneless animal related to squid. It has eight arms that it uses to catch food. This gorgonian fan won the hearts of researchers. The soft coral fan stretches more than 3 feet tall.	3
What is colorful, plastic, and nearly 100 feet tall? The world’s tallest LEGO tower! The tower was recently constructed, or built, in Vienna, Austria. Austria is a country in Europe. The plastic creation broke the previous world record for the tallest LEGO building. Something that is previous came before. The tower was made up of about 460,000 LEGOs. More than 3,000 people helped build it in four days. Most of the builders were children. Each young helper made a part of the tower. The designs were different, says LEGO spokesperson Kate Sutch. Some kids built their sections in patterns. “Breaking the record feels amazing,” Sutch told WR News. “It took ... hard work and creativity, but in the end, the kids of Vienna [did it]!”	3
The United States is in a spin cycle! Several powerful hurricanes hit the country this summer, and scientists say more are on the way. Hurricanes are strong storms that form over oceans. The winds can blow more than 150 miles per hour. Scientists predicted, or guessed, that seven to 10 hurricanes will form in the Atlantic Ocean this season. That is above This map shows the number of hurricanes in the five states that had the most of those storms from 1851 to 2006. Note: Alaska and Hawaii are not shown. What’s causing the active, or busy, hurricane season? Warm water and wind, says Gerry Bell. He is one of the government’s top hurricane forecasters. A forecaster uses information to predict what will happen. This year, the Atlantic Ocean is warmer than it usually is. That helps whip up more storms. “Warm water provides a lot of moisture for hurricanes,” Bell told WR News. The current wind conditions are also perfect for storms, he says. Stronger hurricanes form when the speed and direction of wind is the same along much of the East Coast of the United States. The worst of the storms may be over soon. “Usually by mid-October, [they] don’t really affect the United States anymore,” Bell says.	3
Kids who play musical instruments do better in school than kids who don’t. That is according to a new study. Researchers studied kids ages 8 to 11. They compared kids who have played musical instruments for at least three years with kids who do not play any. Musicians in the study played the piano or string instruments, such as the violin. They scored 15 percent higher in vocabulary. They scored 11 percent higher in reading. Researcher Ellen Winner helped conduct, or run, the study. She says the results prove that practice pays off. “Learning to be good at an instrument [takes] lots of attention [and] concentration,” she told WR News. “These are skills that will help you in any walk of life.”	3
Space officials have a huge mess on their hands! Two satellites recently slammed into each other in outer space. A satellite is an object that circles something else, such as a planet. The collision, or crash, took place about 500 miles above Earth. It was the first collision between two satellites in space. The crash has scientists worried—and for good reason. There’s a lot of stuff floating around in space, and most of it is junk. Space junk includes objects that have been left behind in space. There are about 1 million pieces of space junk floating around Earth. Space junk includes satellite debris, nuts and bolts, and old rocket parts. Debris are pieces of something that has been broken or destroyed. There is also a camera, a golf ball, and several screwdrivers in space. There is even a spatula floating around our planet! Spatulas and tiny satellite parts may not sound dangerous. However, some objects can zip around Earth at up to 25,000 miles per hour. Going that fast, even the smallest debris can damage spacecraft. The space junk could “trash” important equipment, such as the International Space Station. The floating lab cost more than $100 billion to build. Scientists are trying to come up with a solution to deal with space junk. Some want to figure out how to bring the objects back to Earth. The European Space Agency (ESA) wants to learn exactly where the debris is located. That way, astronauts can avoid it. “The problem of space debris is unique [or uncommon],” says ESA spokesperson Jean-Francois Kaufeler. “We need to work together ... if we are going to solve it.” Scientists have sent hundreds of satellites into space. Some satellites track weather. Others send signals to radios, televisions, cell phones, and computers. Check out some different types of satellites. This was the first artificial, or human-made, satellite launched into space, in 1957. Sputnik 1 sent radio signals back to Earth. It burned up after three months in space. The Hubble Space Telescope was launched in 1990. It takes photos of our solar system. The photos help scientists learn about space. The NOAA-18 launched in 2005. The satellite tracks temperatures. Scientists use that information to predict, or guess, weather, such as big storms.	3
Life in space is about to get a little spacier! The International Space Station is getting a makeover. The station is a lab in space where astronauts live and work. Astronauts are adding two bedrooms, a bathroom, and a mini kitchen. The new parts were delivered by the space shuttle Endeavour. Before this, the space station had only three bedrooms and one bathroom. Astronauts have been building the space station since 1998. The new rooms will allow more astronauts to live at the space station at the same time. Having more astronauts in space could help scientists gather new information about space more quickly. Currently, or right now, only three astronauts can stay on the space station. Officials hope six astronauts will be able to live there at the same time by May or June. That’s not the only change. Endeavour also brought technology to the space station. A new system will turn the astronauts’ urine into drinking water. That might sound gross, but recycling, or reusing, the liquid will make sure the space station has water. Right now, water is rocketed to the space station from Earth. Astronaut Christopher Ferguson says the same technology could be used on Earth one day. “We’re going to need to have these technologies in place, and this is a great way to get started.” Why do astronauts float in space? There is no gravity. That is a force that pulls your body toward Earth. Here’s how astronauts eat, sleep, and exercise on the space station. Eating: Astronauts put their feet in special holders to help them stay seated at the table. Food containers stick to trays with Velcro. Sleeping: Astronauts can sleep standing up! Their sleeping bags are attached to the space station’s walls. They strap themselves in for naps. Exercising: Astronauts stay in shape by exercising for up to two hours every day. They strap themselves to exercise bikes and treadmills.	3
Superman may not be the only speedster faster than a speeding bullet. A team of engineers, or designers, in England is building the world’s fastest car. England is a country in Europe. The Bloodhound SSC will travel at more than 1,000 miles per hour (mph). Most automobiles reach top speeds of about 120 mph. Engineers hope that the Bloodhound will zoom into the record books. They also hope the car will get kids excited to learn about science. How will the Bloodhound be so speedy? The vehicle will be powered by a rocket and a jet engine. Engineers hope to finish the car by 2011. Then driver Andy Green will get behind the Bloodhound’s wheel and try to set the new speed record. He set the current record in 1997, when he drove another vehicle at 763 mph.	3
Scientists in Bolivia recently figured out that bugs help make some chili peppers spicy. Bolivia is a country in South America. Certain types of bugs can poke holes in a chili pepper’s skin. That leaves the pepper open to becoming infected, or sick. Chili peppers create special chemicals to keep the bugs away. Those chemicals also give peppers their famous spicy flavor. Ready for some more “hot” news? Some chili peppers get even spicier as they grow. “Peppers increase ... their heat as they ripen,” scientist Joshua Tewksbury told reporters. “I think a lot of plants would love to come up with this [way to keep bugs away].”	3
